Time Stellar_Mass Accretion_Rate Stellar_Radius Polytropic_Index Deuterium_Mass Intrinsic_Lum Total_Luminosity Stage Stellar_Temperature
0.0004349907093695338 0.00100025659865678 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0008699814187390676 0.00400540870238389 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0013049721281086014 0.007010560808122659 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0017399628374781353 0.010015712908832283 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.002174953546847669 0.01302086501457105 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0026099442562172027 0.016026017115280674 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0030449349655867364 0.019031169221019443 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0034799256755900323 0.022036321326758212 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.003914916384642685 0.025041473427467834 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.004349907093695338 0.028046625533206606 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.004784897802747991 0.031051777633916228 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.005219888511800644 0.034056929739655 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.005654879220853296 0.03706208184036462 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0060898699299059495 0.04006723394610339 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.0065248606421274115 0.04307238605184215 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.006959851351180065 0.04607753815255178 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.007394842060232717 0.04908269025829055 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.00782983276928537 0.052087842364029316 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.008264823478338023 0.05509299446473894 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.008699814187390676 0.05809814656544856 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.009134804896443329 0.06110329866615819 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.009569795605495982 0.06410845076686782 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.010004786314548635 0.06711360286757743 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.010439777023601288 0.07011875496828705 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.010874767732653941 0.07312390706899669 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.011309758444875402 0.0761290591697063 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.011744749153928055 0.07913421127041594 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.012179739862980708 0.082139363421417 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.012614730572033361 0.08514451552212662 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.013049721281086014 0.08814966762283624 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.013484711990138667 0.09115481972354586 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.01391970269919132 0.09415997182425549 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.014354693408243973 0.09716512392496511 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.014789684117296626 0.10017027602567476 6.9085431923464585e-06 0.0 0.0 0.0 0.0 0.0 0 nan
0.015224674829518087 0.10317542812638437 6.9085431923464585e-06 2.3693277174069283 2.306393988 0.10317542812638437 0.3931128584117033 7.271103819226751 1 2969.226481989729
0.01565966553857074 0.10618058022709399 6.9085431923464585e-06 2.4172947707345123 2.306393988 0.10618058022709399 0.4096669401776385 7.353424231974922 1 2970.0892759722346
0.016094656247623393 0.10918573232780361 6.9085431923464585e-06 2.4648721661635764 2.306393988 0.10918573232780361 0.4264222656739813 7.434494326018809 1 2970.9089931609606
0.016529646956676046 0.11219088442851324 6.9085431923464585e-06 2.512067112261032 2.306393988 0.11219088442851324 0.44337321133751306 7.514400590386625 1 2971.6887755807084
0.0169646376657287 0.11519603652922286 6.9085431923464585e-06 2.5588864956159267 2.306393988 0.11519603652922286 0.4605143032915361 7.593221799895507 1 2972.431466702732
0.017399628374781352 0.11820118862993248 6.9085431923464585e-06 2.6053369052752626 2.306393988 0.11820118862993248 0.47784021029258106 7.6710298615465 1 2973.1396445809833
0.017834619083834005 0.1212063407306421 6.9085431923464585e-06 2.651424649992813 2.306393988 0.1212063407306421 0.49534573824451417 7.747890530303031 1 2973.8156549735645
0.018269609792886658 0.12421149283135174 6.9085431923464585e-06 2.697155781227541 2.306393988 0.12421149283135174 0.5130258244514108 7.823864054336468 1 2974.4616348302106
0.01870460050193931 0.12721664493206136 6.9085431923464585e-06 2.742536114704614 2.306393988 0.12721664493206136 0.5308755331765935 7.899005731452456 1 2975.0795338060598
0.019139591210991964 0.13022179703277098 6.9085431923464585e-06 2.7875712404772175 2.306393988 0.13022179703277098 0.5488900504179729 7.973366397596657 1 2975.671136673098
