Time Stellar_Mass Accretion_Rate Stellar_Radius Polytropic_Index Deuterium_Mass Intrinsic_Lum Total_Luminosity Stage Stellar_Temperature
11.968575496869217 18.43672834269839 1.5404279603995201e-06 5.695998253557568 3.0 0.0 34261.76718913271 34378.97651515152 5 32903.65149542449
11.98935427282176 18.46873655234264 1.5404279603995201e-06 5.702101752192037 3.0 0.0 34425.80245559039 34543.08994252874 5 32925.32853070568
12.010133051943113 18.500744756957747 1.5404279603995201e-06 5.708201903119161 3.0 0.0 34590.25240334379 34707.61797283177 5 32946.96011754481
12.030911827895657 18.532752966601997 1.5404279603995201e-06 5.714298712088544 3.0 0.0 34755.11692789969 34872.5604493208 5 32968.54640298164
12.0516906038482 18.564761176246247 1.5404279603995201e-06 5.720392190599396 3.0 0.0 34920.39584639499 35037.91724137931 5 32990.0874985508
12.072469382969555 18.596769385890497 1.5404279603995201e-06 5.726482345838724 3.0 0.0 35086.08902821317 35203.68819226751 5 33011.58354041453
12.093248158922098 18.628777595534746 1.5404279603995201e-06 5.732569186430933 3.0 0.0 35252.19631661443 35369.87314524556 5 33033.034654154355
12.114026934874643 18.660785805179 1.5404279603995201e-06 5.738652719563031 3.0 0.0 35418.71755485894 35536.47196969697 5 33054.440969273084
12.134805713995995 18.69279401482325 1.5404279603995201e-06 5.744732955296824 3.0 0.0 35585.652586206896 35703.48448275863 5 33075.802606766105
12.155584489948538 18.724802219438356 1.5404279603995201e-06 5.750809900819319 3.0 0.0 35753.0012539185 35870.91055381401 5 33097.11969567741
12.176363265901083 18.756810429082606 1.5404279603995201e-06 5.756883564754923 3.0 0.0 35920.76342737723 36038.75 5 33118.392366694236
12.197142041853626 18.788818638726855 1.5404279603995201e-06 5.762953955728044 3.0 0.0 36088.938923719965 36207.00269070011 5 33139.62073817029
12.217920820974978 18.820826848371105 1.5404279603995201e-06 5.769021082363087 3.0 0.0 36257.5275862069 36375.6684430512 5 33160.804934281456
12.238699596927523 18.85283505801536 1.5404279603995201e-06 5.77508495184706 3.0 0.0 36426.52925809823 36544.747126436785 5 33181.94508307955
12.259478372880066 18.88484326765961 1.5404279603995201e-06 5.78114557280437 3.0 0.0 36595.94378265413 36714.23855799373 5 33203.041308223066
12.28025715200142 18.916851477303858 1.5404279603995201e-06 5.787202953859422 3.0 0.0 36765.770977011496 36884.14255485894 5 33224.093727204905
12.301035927953963 18.948859681918965 1.5404279603995201e-06 5.7932571007618225 3.0 0.0 36936.01068443052 37054.458986415884 5 33245.10247146993
12.321814703906508 18.980867891563214 1.5404279603995201e-06 5.799308025010781 3.0 0.0 37106.66277429467 37225.18769592477 5 33266.067661539164
12.34259348302786 19.012876101207464 1.5404279603995201e-06 5.805355732355901 3.0 0.0 37277.72701149426 37396.32847439917 5 33286.98941073224
12.363372258980403 19.044884310851717 1.5404279603995201e-06 5.81140023142159 3.0 0.0 37449.203291536054 37567.88119122257 5 33307.8678531536
12.384151034932948 19.076892520495967 1.5404279603995201e-06 5.817441529394855 3.0 0.0 37621.09140543365 37739.84563740857 5 33328.70310340921
12.404929810885491 19.108900730140217 1.5404279603995201e-06 5.823479634900101 3.0 0.0 37793.391196447235 37912.22168234065 5 33349.495283398115
12.425708590006845 19.140908939784467 1.5404279603995201e-06 5.829514556561737 3.0 0.0 37966.10250783699 38085.0091431557 5 33370.24451472114
12.446487365959388 19.172917144399573 1.5404279603995201e-06 5.835546301566768 3.0 0.0 38139.22513061651 38258.207810867294 5 33390.95091135388
12.467266141911931 19.204925354043823 1.5404279603995201e-06 5.841574877102199 3.0 0.0 38312.75890804598 38431.817554858935 5 33411.614598528824
12.488044921033286 19.236933563688073 1.5404279603995201e-06 5.847600290355039 3.0 0.0 38486.70365726228 38605.8381922675 5 33432.235695487165
12.508823696985829 19.268941773332322 1.5404279603995201e-06 5.853622551387092 3.0 0.0 38661.059195402304 38780.26954022989 5 33452.81431302221
12.529602472938373 19.300949982976576 1.5404279603995201e-06 5.859641667385367 3.0 0.0 38835.82536572623 38955.11141588297 5 33473.350575542965
12.550381252059726 19.332958192620826 1.5404279603995201e-06 5.8656576440994685 3.0 0.0 39011.00198537095 39130.36363636364 5 33493.844605625025
12.571160028012269 19.364966402265075 1.5404279603995201e-06 5.871670491591203 3.0 0.0 39186.58887147336 39306.026018808785 5 33514.296513284076
12.591938803964814 19.396974606880182 1.5404279603995201e-06 5.8776802156101775 3.0 0.0 39362.58581504703 39482.09838035528 5 33534.70641503608
12.612717583086166 19.42898281652443 1.5404279603995201e-06 5.8836868247807965 3.0 0.0 39538.992659352145 39658.58056426333 5 33555.07443010818
12.63349635903871 19.46099102616868 1.5404279603995201e-06 5.889690326290068 3.0 0.0 39715.809221525604 39835.472361546505 5 33575.40067596484
12.654275134991254 19.49299923581293 1.5404279603995201e-06 5.895690727324997 3.0 0.0 39893.035292580986 40012.7735893417 5 33595.68526430732
12.675053910943797 19.52500744545718 1.5404279603995201e-06 5.901688035072589 3.0 0.0 40070.67071577848 40190.48406478579 5 33615.92831761156
12.695832690065151 19.557015655101434 1.5404279603995201e-06 5.907682259594653 3.0 0.0 40248.71528213166 40368.603605015676 5 33636.12993889815
12.716611466017694 19.589023864745684 1.5404279603995201e-06 5.913673405203393 3.0 0.0 40427.16880877743 40547.132001044934 5 33656.29025280813
12.737390241970239 19.62103206936079 1.5404279603995201e-06 5.919661480523215 3.0 0.0 40606.03111285267 40726.06909613375 5 33676.40937142413
12.758169021091591 19.65304027900504 1.5404279603995201e-06 5.925646494178525 3.0 0.0 40785.301985370956 40905.41468129572 5 33696.487401157356
12.778947797044134 19.68504848864929 1.5404279603995201e-06 5.931628451918931 3.0 0.0 40964.98124346918 41085.16854754442 5 33716.52446176758
12.79972657299668 19.71705669829354 1.5404279603995201e-06 5.937607360931437 3.0 0.0 41145.068704284226 41265.33051201672 5 33736.520668634505
12.820505352118031 19.74906490793779 1.5404279603995201e-06 5.943583228403048 3.0 0.0 41325.56415882968 41445.900417972836 5 33756.47613151031
12.841284128070576 19.78107311758204 1.5404279603995201e-06 5.949556062958172 3.0 0.0 41506.46739811913 41626.87800417973 5 33776.390955851595
12.86206290402312 19.813081327226293 1.5404279603995201e-06 5.9555258717838155 3.0 0.0 41687.77826541275 41808.2631138976 5 33796.26526156973
12.882841679975664 19.845089531841396 1.5404279603995201e-06 5.961492660629582 3.0 0.0 41869.496525600836 41990.055564263326 5 33816.09915644633
12.903620459097016 19.87709774148565 1.5404279603995201e-06 5.967456436682478 3.0 0.0 42051.62199582027 42172.255120167196 5 33835.89275454402
12.92439923504956 19.9091059511299 1.5404279603995201e-06 5.973417208566912 3.0 0.0 42234.15446708464 42354.86157262278 5 33855.64616030774
12.945178011002104 19.94111416077415 1.5404279603995201e-06 5.979374983469887 3.0 0.0 42417.09373040753 42537.874791013586 5 33875.359482027496
12.965956790123457 19.973122370418398 1.5404279603995201e-06 5.985329765703608 3.0 0.0 42600.43962904911 42721.29448798329 5 33895.032846288814
12.986735566076 20.005130580062648 1.5404279603995201e-06 5.991281566767285 3.0 0.0 42784.19192789969 42905.12050679207 5 33914.666343396304
13.007514342028545 20.037138789706898 1.5404279603995201e-06 5.997230389535719 3.0 0.0 42968.35041797283 43089.35266457681 5 33934.260093066754
13.028293121149897 20.06914699935115 1.5404279603995201e-06 6.0031762426333195 3.0 0.0 43152.91489028213 43273.9907001045 5 33953.814198490494
13.049071897102442 20.101155203966254 1.5404279603995201e-06 6.00911913324709 3.0 0.0 43337.88516196448 43459.03443051202 5 33973.328771797926
13.069850673054985 20.133163413610507 1.5404279603995201e-06 6.015059068564036 3.0 0.0 43523.26099791014 43644.483672936265 5 33992.80391458978
13.09062944900753 20.165171623254757 1.5404279603995201e-06 6.020996054333765 3.0 0.0 43709.04221525601 43830.33819226751 5 34012.23974251071
13.111408228128882 20.197179832899007 1.5404279603995201e-06 6.026930099180682 3.0 0.0 43895.22857889238 44016.59780564264 5 34031.63635262245
13.132187004081425 20.229188042543257 1.5404279603995201e-06 6.032861207416991 3.0 0.0 44081.819905956116 44203.26227795194 5 34050.99386406604
13.15296578003397 20.261196252187506 1.5404279603995201e-06 6.038789389104499 3.0 0.0 44268.81598746082 44390.33140020899 5 34070.312374385554
13.173744559155322 20.293204461831756 1.5404279603995201e-06 6.044714648555412 3.0 0.0 44456.21658829676 44577.80496342738 5 34089.59199207715
13.194523335107865 20.325212666446863 1.5404279603995201e-06 6.050636994394136 3.0 0.0 44644.02149947753 44765.68275862069 5 34108.83281826319
13.21530211106041 20.357220876091112 1.5404279603995201e-06 6.056556430932874 3.0 0.0 44832.23051201672 44953.964576802515 5 34128.034965950435
13.236080890181762 20.389229085735366 1.5404279603995201e-06 6.062472966796033 3.0 0.0 45020.8434169279 45142.650182863115 5 34147.198535713775
13.256859666134307 20.421237295379616 1.5404279603995201e-06 6.068386607733219 3.0 0.0 45209.85997910136 45331.739393939395 5 34166.32363101576
13.27763844208685 20.453245505023865 1.5404279603995201e-06 6.074297362368838 3.0 0.0 45399.28001567399 45521.23197492163 5 34185.410356850836
13.298417218039395 20.485253714668115 1.5404279603995201e-06 6.080205235015093 3.0 0.0 45589.103291536056 45711.12771682341 5 34204.45882019717
13.319195997160747 20.517261924312365 1.5404279603995201e-06 6.086110232858991 3.0 0.0 45779.32959770115 45901.426384535014 5 34223.46912460673
13.33997477311329 20.54927012892747 1.5404279603995201e-06 6.092012363087538 3.0 0.0 45969.958672936256 46092.12779519332 5 34242.441363616526
13.360753549065835 20.581278338571725 1.5404279603995201e-06 6.097911631450338 3.0 0.0 46160.990360501564 46283.23168756532 5 34261.375654043004
13.381532328187188 20.613286548215974 1.5404279603995201e-06 6.1038080451343975 3.0 0.0 46352.424373040754 46474.73785266458 5 34280.272084080636
13.402311104139732 20.645294757860224 1.5404279603995201e-06 6.109701611326722 3.0 0.0 46544.260553814005 46666.6460815047 5 34299.13076590328
13.423089880092276 20.677302967504474 1.5404279603995201e-06 6.115592335776916 3.0 0.0 46736.4986415883 46858.95613897597 5 34317.951796104055
13.443868659213628 20.709311177148724 1.5404279603995201e-06 6.121480224234584 3.0 0.0 46929.13842737723 47051.66778996866 5 34336.73528066774
13.464647435166173 20.741319386792977 1.5404279603995201e-06 6.127365283886733 3.0 0.0 47122.17967607106 47244.780851619646 5 34355.48131648362
13.485426211118716 20.773327591408083 1.5404279603995201e-06 6.133247521920368 3.0 0.0 47315.622152560085 47438.29506269592 5 34374.19000020929
13.50620498707126 20.805335801052333 1.5404279603995201e-06 6.139126942647693 3.0 0.0 47509.46567398119 47632.21021421108 5 34392.861445776405
13.526983766192613 20.837344010696583 1.5404279603995201e-06 6.145003554693115 3.0 0.0 47703.70997910136 47826.526097178685 5 34411.49574052611
13.547762542145156 20.869352220340833 1.5404279603995201e-06 6.150877363806239 3.0 0.0 47898.354832810866 48021.242424242424 5 34430.09298437553
13.5685413180977 20.901360429985083 1.5404279603995201e-06 6.1567483742992675 3.0 0.0 48093.40002612331 48216.35903866249 5 34448.65328569412
13.589320097219053 20.933368639629336 1.5404279603995201e-06 6.162616594796608 3.0 0.0 48288.84532392895 48411.875653082556 5 34467.1767358094
13.610098873171598 20.965376849273582 1.5404279603995201e-06 6.168482032485267 3.0 0.0 48484.69051724138 48607.7920846395 5 34485.663434474845
13.630877649124141 20.997385053888692 1.5404279603995201e-06 6.174344690240046 3.0 0.0 48680.935318704294 48804.108072100316 5 34504.11347929522
13.651656428245493 21.02939326353294 1.5404279603995201e-06 6.1802045766853535 3.0 0.0 48877.57957157785 49000.82338035529 5 34522.52697474251
13.672435204198038 21.06140147317719 1.5404279603995201e-06 6.186061696133391 3.0 0.0 49074.62298850575 49197.93780041798 5 34540.90401390785
13.693213980150581 21.09340968282144 1.5404279603995201e-06 6.191916057208568 3.0 0.0 49272.06533437827 49395.45109717869 5 34559.24468687396
13.713992756103126 21.12541789246569 1.5404279603995201e-06 6.197767664223085 3.0 0.0 49469.906426332294 49593.36300940439 5 34577.54910463561
13.734771535224478 21.157426102109945 1.5404279603995201e-06 6.203616524363951 3.0 0.0 49668.145977011496 49791.67335423198 5 34595.81735158095
13.755550311177021 21.18943431175419 1.5404279603995201e-06 6.209462643380768 3.0 0.0 49866.783803552775 49990.38184430513 5 34614.04953410786
13.776329087129566 21.2214425163693 1.5404279603995201e-06 6.215306028460543 3.0 0.0 50065.81961859979 50189.48827063741 5 34632.24573614928
13.797107866250919 21.253450726013547 1.5404279603995201e-06 6.22114668247808 3.0 0.0 50265.25318704284 50388.99237199583 5 34650.40606251719
13.817886642203463 21.2854589356578 1.5404279603995201e-06 6.226984615495185 3.0 0.0 50465.08432601881 50588.89396551725 5 34668.53060670907
13.838665418156006 21.317467145302047 1.5404279603995201e-06 6.232819830386661 3.0 0.0 50665.312748171375 50789.19273772205 5 34686.61946396386
13.859444197277359 21.3494753549463 1.5404279603995201e-06 6.238652334339514 3.0 0.0 50865.93821839081 50989.888531870434 5 34704.672726277975
13.880222973229904 21.381483564590553 1.5404279603995201e-06 6.244482133103349 3.0 0.0 51066.96052769071 51190.981034482764 5 34722.69049381977
13.901001749182447 21.4134917742348 1.5404279603995201e-06 6.250309232427771 3.0 0.0 51268.37938871473 51392.47006269593 5 34740.672853147735
13.921780525134992 21.44549997884991 1.5404279603995201e-06 6.256133639499785 3.0 0.0 51470.194618599795 51594.35535527691 5 34758.619904315776
13.942559304256344 21.477508188494156 1.5404279603995201e-06 6.2619553600689954 3.0 0.0 51672.40592998955 51796.63665099269 5 34776.53173339861
13.963338080208887 21.50951639813841 1.5404279603995201e-06 6.267774398447607 3.0 0.0 51875.01308777429 51999.31371473355 5 34794.40843906511
