RA DEC x y F21 F16 F56 L F21er F56er F16er
23.407063927792507 30.531394854806294 3697.6279532302224 897.6724574265295 159.36758810287668 9.954655818270115 10.8243044760913 8312.34781524048 0.14685058988348887 0.05998290334462952 0.06417994979167264
23.406984247814943 30.531601501809103 3699.8535390753486 904.379619274174 146.6898282206286 22.574921505263685 15.431210656577907 9093.581631912022 0.13516856256997364 0.056955532546889884 0.06237672768582334
23.407214385508162 30.53164979154679 3693.419762700003 905.9450839948654 72.91216599950674 9.656644618811821 10.29911719340698 5909.5173401189895 0.13443295253436094 0.04753856501739636 0.04447043087214791
23.40744020225517 30.531496051531686 3687.1085369885877 900.9538849056623 54.600924975427304 0.7572272754173872 3.9228346253952013 3664.765468738266 0.1006713139699105 0.03629754188645836 0.024410089813440842
23.407587115477504 30.532750712890874 3682.9908200882874 941.6717901877505 48.03966829296813 2.8185532804787723 6.975896043328037 4267.824586134797 0.08857389379214473 0.03865694087167676 0.03115175933673393
23.406822404246096 30.531336071194556 3704.380126813663 895.7665180206254 37.35940922587992 0.7720159071160793 2.1717008433479927 2548.7089779976322 0.1033706085260615 0.03427117839933166 0.02559787027179279
23.40653027857912 30.531681366391524 3712.5432474162963 906.9750272355991 36.10771451003529 0.9103874221565692 3.8229621656591934 2982.849478350392 0.09990726563200694 0.035373433394315215 0.025154899567300056
23.40790470461657 30.534863798188848 3674.0948480761344 1010.2478794836384 40.625619818684314 0.6583036285438804 5.520774392807573 3619.0451848449893 0.18751934101291987 0.040828803168347035 0.023646449451222046
23.41028775252769 30.528929813787546 3607.527171326998 817.6484793602783 29.62101936052761 2.238856451759037 4.381269820224926 2887.1362730716846 0.08195907965104617 0.02833834428144319 0.02886884233625413
23.407707365979316 30.532989889215816 3679.6272738455627 949.4331681882823 28.734258866748714 0.9012105121774228 4.0142091820432135 2748.764129005842 0.10605616451734098 0.02968702303498071 0.024071288104441882
23.407745943383674 30.53279434561858 3678.5505638040795 943.0866765599494 31.768740706497688 3.564726781105556 6.40914356644775 3521.1228921497013 0.08790165923347681 0.035516280969127345 0.0328323019340345
23.407754069225778 30.53168219701323 3678.3329745215397 906.9927503018007 14.791083881682072 16.627472908939758 4.79071130003074 2349.6514414932612 0.08196481878322287 0.03098663897543321 0.06125778994787107
23.407852213736266 30.53312338319394 3675.5770605277853 953.764535013489 24.143487297141537 1.0452646157142775 5.430002130657377 2948.44204641996 0.08911194378398017 0.03512161454133848 0.025030797165041162
23.40663355488247 30.531984582535948 3709.6535214592677 916.8148638003584 23.87811282913178 10.433409394516438 6.798294904549553 3300.7093320647164 0.11021636106311981 0.03767276383148572 0.04804755995015096
23.40868955475523 30.531623680005602 3652.182577245464 905.086820687098 22.950914760242227 1.6070383800486936 2.535128630497907 2080.6242290975983 0.08471024093307719 0.025814886658857623 0.02664243028874084
23.408956633524436 30.53155316063073 3644.717142717485 902.7962685173286 14.900471117870978 14.061325087103894 5.390139436325513 2518.4131089117827 0.06877744972939946 0.029869467690725526 0.05180376496728057
23.407753323751876 30.530787575783414 3678.3615046530276 877.9585604167919 18.775866989193464 8.356535239010261 6.103795855585302 2892.4603474888763 0.08666546431718804 0.0338241960626437 0.04617985696022833
23.405711201314993 30.53303711814284 3735.4275629735 950.9812206269507 15.374464569916874 2.860396572115603 3.05632828036596 1888.4156801308645 0.09944305829189473 0.033967152147625426 0.031614227852037616
23.40574633555993 30.531973942983225 3734.4551767210264 916.4764698088518 17.57114246595093 0.5243560085514908 2.6964973635434166 1887.3387663178316 0.0811047085746607 0.029968094985589555 0.026079249713797593
23.39358669111615 30.527097293696947 4074.430911350775 758.3230934956998 14.777467061719902 9.213534129135667 2.42102904673618 1672.5991660588722 0.06820968880281363 0.022401505957791234 0.042429834456134026
23.40100531339005 30.529956335967405 3867.0082202108997 851.0368919839862 10.894316796591315 0.7224806981070174 5.796955946535203 2424.6543532814712 0.06037087674864849 0.03212384213712189 0.02462085083931675
23.406188801420946 30.531850768153067 3722.0874850447203 912.4754647206914 21.43877665973507 0.9936335543372824 2.2120757764641237 1918.2986879238838 0.0989568968866772 0.030773039405158215 0.025624733910597525
23.4101898310979 30.528964852271468 3610.264301679944 818.7862882469904 12.811500562783964 6.1323403267858065 3.113149665447022 1778.0556488505547 0.059135199749372896 0.023023251065961623 0.039536604927738854
23.401202866818842 30.529949101298566 3861.4857207660734 850.8003105161526 9.019864220737443 0.8606493575740205 3.5350861336199704 1698.419886404728 0.06670626884400227 0.029425200642468587 0.02457327420508845
23.407625695132715 30.530702985526123 3681.930042255046 875.2141989111501 8.855233145028539 0.8098903959100067 5.2966344389165805 2179.009516514046 0.08193646347343873 0.029351309574035464 0.024615874715750195
23.405697523786554 30.53273584498337 3735.8126724594035 941.2037567739985 12.776149939707947 0.8441628755552448 3.05632828036596 1759.7701327516925 0.09448582282536344 0.033967152147625426 0.02565755525598842
23.408375699582912 30.530926013487786 3660.962070628365 882.4468884050566 6.292163512879858 9.290225355354389 2.456970827636836 1226.1001011315534 0.058220672160541706 0.025019015870260095 0.0513396121440116
23.39987154130516 30.528201599104854 3898.721713146014 794.0987842168227 9.664958643142114 6.9314843802194375 2.1737019751571127 1335.222751976426 0.05355838625956587 0.022134525816075112 0.03830474569248657
23.40586827574689 30.530682217887048 3731.0582353455015 874.553634712139 9.506047936562808 0.689963710235791 2.8028509276466846 1513.3793501870935 0.06148574961959109 0.02593446032344091 0.025419167581715866
23.407778297465807 30.53326266330387 3677.642114346277 958.2853014513682 7.719692476102496 6.234853436420608 2.1897775550985763 1230.7948754130507 0.07142943502842221 0.026376770861144185 0.040197530463433884
23.410056970778122 30.52720175969029 3613.99241530417 761.567469372761 8.855233145028539 5.2194681153297875 2.06442923207399 1257.5299014920215 0.04907129090888321 0.021021815619176352 0.033651108355378045
23.40601005898202 30.532378523246464 3727.079302010733 929.604716306929 9.170647491149314 0.6748795195962053 2.0044720273651593 1256.9235778045895 0.10191993465663045 0.03163217376680915 0.023620273912971744
23.401655583094463 30.530449915420274 3848.8249215261735 867.0497646037213 9.375620069258792 1.8777001843564909 2.6061535499988926 1448.299381975282 0.07804039032086044 0.02653812421959318 0.027670774532802558
23.40781541889496 30.53068594939202 3676.6265314738685 874.6599008671135 10.471285480508985 2.787572997135337 2.06442923207399 1345.8660251277208 0.07744023272536824 0.022943471836561567 0.030809353061293725
23.43095474005188 30.52986376951127 3029.776968074784 847.8723519624707 1412.537544622754 4.4343120196302195 70.85981269167685 37478.038474399495 0.0 0.06529436390848606 0.0326731735783835
23.435062574885283 30.533592935986647 2914.9402936635975 968.8947105842963 333.2728995761379 4.3896131571094905 25.0957396370284 15019.281594597684 0.3070970859099585 0.06943797911804626 0.036386798219867525
